url,title,authors,publish_date,text
https://www.newsis.com/view/?id=NISX20240319_0002666688&cID=10201&pID=10200,"또 멈춘 수도권지하철…""운행차량 칸 절반이상 20년 넘어""",[],2024-03-20 11:29:41+09:00,"[과천=뉴시스] 김금보 기자 = 최근 서울 지하철 1호선·3호선 등에서의 열차 고장으로 시민들이 불편을 겪는 일이 잦아지고 있다. 특히 서울 지하철 전동칸 중 법적 최대 내구 연한인 25년을 넘은 차량이 3분의 1에 달하지만 교체율은 미진한 상황이라, ""대형 참사로 이어지는 것 아니냐""는 우려까지 나오고 있다. 사진은 지난해 11월6일 오전 경기 과천시 선바위역 승강장에서 4호선 상행 열차 고장으로 인한 지연운행으로 불편을 겪고 있는 모습. 2023.11.06. [email protected]"
http://sports.chosun.com/news/ntype.htm?id=202404020100017960001813&servicedate=20240402,,[],,
https://www.dailian.co.kr/news/view/1337742/?sc=Naver,서울지하철 정시도착률 살펴보니…5·6·7호선 '100점' [데일리안이 간다 36],[],2024-03-12 05:07:00+09:00,"1·3·4호선 출근시간 지나도 제 시간에 오는 열차 거의 없어…열차시간표 무용지물 5·6·7호선, 거의 제 시간에 도착…운행구간 길고 코레일과 관리구간 섞여 있으면 연착 많아 서울교통공사 ""특히 노선 가장 긴 1호선, 중간에 기관사 교대하고 노선 공유 등 변수 많아 연착""

11일 낮 서울지하철 2·6호선 환승역인 신당역에서 열차를 기다리고 있는 시민들.ⓒ데일리안 김인희 기자

서울지하철의 정시도착률이 노선에 따라 편차가 큰 것으로 드러났다. 노선이 길고 관리주체가 섞여 있는 1~4호선의 경우에는 열차 시간표가 제대로 지켜지지 않는 경우가 많았고, 서울교통공사가 주로 관리하는 5~8호선의 경우에는 열차의 정시도착률이 높은 것으로 확인됐다.





서울교통공사는 이런 지연 현상에 대해 ""운행구간이 길고 코레일 관리구간과 서울교통공사 관리구간이 섞여있는 1·3·4호선의 경우 이런 지연도착이 일어나는 편""이라며 ""서울교통공사에서도 이를 해결하기 위해 노력하고 있지만 노선에 따른 변수가 워낙 많아 어려움을 겪고 있다""고 설명했다.





서울지하철 1호선 서울역의 열차시간표. 11일 오전 오후를 막론하고 이 시간표대로 정시에 도착한 열차는 극소수에 불과했다.ⓒ데일리안 김인희 기자

11일 오전 데일리안은 서울지하철 1·4호선 환승역인 서울역을 찾았다. 서울역은 KTX를 이용하려는 승객들 및 지하철 환승객들로 항상 붐비는 곳이다. 출퇴근 시간이 지난 오전 10시 10분 이후부터 약 30분 정도 지하철 1호선 상·하행선의 정시도착 여부를 직접 체크한 결과 정시에 도착한 열차는 단 한 대에 불과했다.





상행선 기준 10시 13분에 도착했어야 할 양주행 열차는 4분이 지난 10시 17분에 도착했다. 이어 시간표상으로 10시 22분 도착인 동두천행 열차는 9분이나 늦은 10시 31분, 10시 30분에 도착했어야 할 양주행 열차는 7분 늦은 10시 37분에 도착했다. 그나마 청량리행 열차가 10시 26분 도착으로 유일하게 정시에 도착했다.





하행선도 마찬가지였다. 10시 5분 도착으로 돼 있는 서동탄행 열차는 9분 늦은 10시 14분, 10시 10분 도착인 인천행 열차는 10시 17분에 도착했다. 이 외에도 모든 하행선 열차들이 짧으면 4분, 길면 9분 정도 늦게 도착했다. 출근길 여파가 남았을까 싶어 오후 2시가 지나 다시 서울역을 찾았지만 역시 상하행선 모두 3~4분씩 연착되는 것은 예사였고 7분까지 연착되는 경우도 있었다.





2·4·5호선 환승역인 동대문역사문화공원역에서는 4호선의 도착상황을 체크했다. 4호선은 1호선에 비해 다소 나았지만 열차가 지연도착하는 것은 마찬가지였다. 상하행선을 막론하고 1호선과 마찬가지로 길면 6분, 짧아도 2분정도 지연도착했으며, 제 시간에 도착한 열차는 오전 10시 43분에 도착한 진접행 열차 1대 뿐이었다. 만약 KTX에 탑승하기 위해 서울역으로 가는 길이라면 1·4호선 열차 시간표는 절대 믿어서는 안되는 것이다.





서울지하철 4호선 동대문역사문화공원역의 열차시간표. 대부분의 열차들이 길면 6분, 짧아도 2분정도 연착해 시간표가 거의 지켜지지 않았다. ⓒ데일리안 김인희 기자

반면 같은 동대문역사문화공원역에서 운행하는 5호선 열차의 경우에는 오전 11시~12시 기준 거의 오차 없이 정시에 도착해 1호선 및 4호선과는 대비를 이뤘다. 상행선 기준 11시 8분 도착 예정인 방화행 열차만 1분 늦은 11시 9분에 도착했으며 그 뒤를 이은 방화행 열차들은 모두 정시에 동대문역사문화공원역에 도착했다. 하행선도 11시 19분 도착 예정인 마천행 열차만 1분 늦었을 뿐, 나머지 열차들은 모두 정시에 도착했다.





오후에는 인근의 2·6호선 환승역인 신당역으로 자리를 옮겼다. 신당역에서 6호선은 거의 모든 열차가 정시에 도착했다. 이어 찾은 3·7·9호선 환승역인 고속터미널 역에서도 7호선과 9호선은 거의 연착없이 정시운행이 이뤄진 반면 3호선은 짧게는 2분, 길게는 5분 정도 열차가 연착됐다.





이날 데일리안이 확인한 노선 중 연착이 심한 노선은 1호선·4호선·3호선 순이었다. 반대로 정시도착률이 높은 노선은 6호선·5호선·7호선 순이었다. 이 노선들 사이에는 어떤 차이가 있는 것일까.





연착이 심한 1·3·4호선은 노선이 길고 코레일 관리 구간이 섞여 있다는 공통점이 있다. 1호선의 서울역~청량리역을 제외한 나머지 구간이 코레일 관리구간에 해당하고, 3호선도 대화~지축 구간은 코레일 구간이다. 4호선도 당고개~남태령 구간 외는 코레일이 관리한다. 반면 정시도착률이 높은 5·6·7호선은 5호선과 7호선 일부 구간을 제외하면 대부분 서울교통공사에서 관리한다. 관리주체가 이원화된 노선일수록 연착이 잦은 것이다.





서울역에 설치된 열차시간 안내 키오스크ⓒ데일리안 김인희 기자

서울교통공사 관계자는 이날 데일리안과의 통화에서 ""1·3·4호선에서 노선에서 연착이 자주 일어나는 상황은 공사에서도 인식하고 있다""며 ""특히 노선이 가장 긴 1호선에서는 중간에 기관사를 교대하기도 하고 무궁화호 및 ITX·KTX와 노선을 공유하는 구간도 있어 변수가 많다""고 설명했다. 이 관계자는 ""정시도착은 지하철 운영에 있어서 핵심적 요소인만큼 공사에서도 해결방법을 찾기 위해 노력하고 있다""며 ""각 철도 운영기관 사이에서 협의를 통해 시민들의 불편이 없도록 하겠다""고 전했다."
https://www.hankookilbo.com/News/Read/A2024022211150005314?did=NA,"""대체 언제 따뜻해지냐""… 폭설에 지하철 연착되고, 패딩 다시 꺼냈다",[],2024-02-22 13:04:08+09:00,"출근길 지하철 2·5·7호선 지연

눈길 교통사고 등 미끄러짐 사고

""식목일까지 패딩"" ""날씨 뒤통수""

""아침에 눈 떠보니 온 세상이 갑자기 하얗게 변했다. 3월이 코앞인데 폭설이라니.""

""폭설에 일찍 나왔는데 지하철이 연착돼 결국 지각했다.""

""겨울 끝난 줄 알고 세탁소에 패딩 맡겼는데 날씨에 뒤통수 맞았다.""

22일 오전 폭설로 서울 지하철 운행이 지연되는 등 불편을 호소하는 시민들의 반응이 사회관계망서비스(SNS)에 쏟아졌다.

이날 오전 서울지하철 5호선은 전 구간 열차 운행이 지연돼 출근길 혼잡을 빚었다. 서울교통공사에 따르면 서울 강동구 고덕기지 지상구간 전차선에 밤새 쌓인 눈으로 전력 공급에 지장이 생겼다. 열차 출고가 늦어지면서 오전 5시 30분 첫차부터 차례로 운행이 25분씩 지연됐다.

2호선도 일부 지상 구간 전차선에 눈이 쌓여 내외선이 20~25분 지연됐다. 7호선은 승강장 안전문 장애로 인한 지연 누적으로 상행선 10분, 하행선은 25분 지연됐다. 시민들은 SNS를 통해 ""회사 가다 지하철에 2시간 넘게 갇혀 있었다"", ""지하철 두 번 갈아타는데 세 종류 호선이 다 연착이면 어떻게 하냐""고 불편을 터트렸다.

전국 곳곳에서 눈길 미끄러짐 사고도 이어졌다. 같은 날 오전 1시 20분쯤 서울 성북구 정릉동 북악터널 입구에서 눈길에 미끄러진 택시를 뒤따르던 SUV 차량이 들이받았다. 이 사고로 택시 기사와 승객 1명이 다쳐 병원으로 옮겨졌다. 오전 4시 30분쯤엔 강남 논현동의 한 이면도로에서 강설과 강풍으로 나무가 쓰러져 통행에 불편이 빚어졌다.

기온도 급강하했다. 겨울의 마무리와 봄의 시작을 알린다는 절기상 '우수'(雨水)였던 19일 전국의 아침 최저기온은 7~16도, 낮 최고기온은 10~20도로 포근했다. 하지만 20일 오전 기온이 영하1~10도, 낮 최고기온은 3~12도로 큰 폭으로 떨어졌다. 22일 최저기온은 영하2~10도, 낮 최고기온은 0~11도로 예상된다.

하루 만에 7도 이상 기온이 크게 떨어지고, 많은 눈이 내리면서 봄을 기다리는 시민들의 반응도 이어졌다. 누리꾼들은 X(옛 트위터)에 ""지난주엔 가죽 재킷만 입고 나가도 괜찮았는데 갑자기 추워져 패딩 꺼냈다"", ""역시 식목일까진 패딩을 안 집어넣는 게 맞다"", ""날씨는 대체 언제쯤 따뜻해지냐"", ""봄은 언제 오나"" 등의 글을 올렸다.









장수현 기자 jangsue@hankookilbo.com

제보를 기다립니다 기사를 작성한 기자에게 직접 제보하실 수 있습니다. 독자 여러분의 적극적인 참여를 기다리며, 진실한 취재로 보답하겠습니다.

0 0 공유 카카오

페이스북

트위터

이메일

URL 기사저장

이 기사와 관련된 기사"
http://www.yonhapnewstv.co.kr/MYH20240222019900641/?input=1825m,연합뉴스TV,[],2024-02-22 09:28:41+00:00,"브라우저가 video 태그를 지원하지 않습니다.

죄송하지만 다른 브라우저를 사용하여 주십시오. 닫기

수도권 대설에 지하철 연착·차량 눈길 사고 속출[앵커]서울 등 중부지방을 중심으로 밤사이 폭설이 쏟아지면서 곳곳에서 피해가 속출했습니다.출근 시간대 지하철 운행 대란이 일어나는가 하면 차량 사고로 인명피해도 발생했는데요.미끄러운 눈길 조심하셔야겠습니다.김수빈 기자의 보도입니다.[기자]아침부터 상가 앞에 쌓인 눈을 치우며 제설작업이 한창입니다.<황하천 / 경기도 구리시> ""오랜만에 갑자기 눈이 많이 내려서 제설삽을 가지고 제설 작업을 하고 있습니다. 눈이 무거워서 전보다 힘든 것 같습니다.""시민들은 눈 사이로 어렵게 종종걸음을 내딛습니다.<남무정 / 서울시 도봉구> ""길이 아침에 많이 미끄러워가지고 차도 놓고 나왔거든요. 보행로 같은 데에 눈길이 치워지지 않아서 조심조심 걷고 있습니다.""눈이 많이 쌓인 골목길입니다.질퍽이는 눈에 보행이 어려운 건 물론, 주변 차량들도 감속 운행하고 있습니다.밤사이 서울에는 올겨울 들어 가장 많은 13.8cm의 폭설이 내리면서 출근길 교통 차질이 빚어졌습니다.지하철 1∼5호선과 7호선 열차가 평소보다 약 15~25분씩 늦게 운행되면서 시민들이 큰 불편을 겪었습니다.차량기지와 지상 구간 등에 눈이 쌓이면서 전력공급과 신호 장애가 발생한 것으로 파악됐습니다.차량 사고도 잇따랐습니다.금천구 독산동 주택가에서는 눈에 미끄러지던 자신의 차량을 몸으로 막으려던 30대 남성이 차에 깔려 숨졌습니다.또 경기 부천에서는 8톤 제설차가 내리막 길을 내려가다 옆으로 넘어져 한때 왕복 2차로의 차량 통행이 제한됐고, 파주에선 눈길을 달리던 1톤 봉고차가 넘어졌습니다.경기 일산과 서울 강남 등 곳곳에서 폭설로 나무가 눈의 무게를 견디지 못해 쓰러졌다는 신고도 속출했습니다.연합뉴스TV 김수빈입니다. (soup@yna.co.kr)[영상취재 기자 정진우]#눈길사고 #폭설 #차량전복연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23(끝)"
https://www.obsnews.co.kr/news/articleView.html?idxno=1432073,강설로 서울 지하철 5호선 전구간 연착…선로 결빙,[],2024-02-22 09:48:19+09:00,"서울교통공사는 아침 7시쯤 강설로 인한 기지 출고 장애로 지하철 5호선 전구간에서 열차 운행이 지연되고 있다고 밝혔습니다.

교통공사에 따르면 강동구 고덕 기지 선로가 얼어 평소보다 열차 출고가 25분 가량 늦어지고 있습니다.

기상청은 어제 저녁 서울과 경기·인천 등 수도권에 대설주의보를 발령했습니다."
http://news.mt.co.kr/mtview.php?no=2024022216344393329,"폭설로 지하철 지연…""일찍 나왔는데 면접 지각"" 누리꾼 하소연",[],2024-02-22 17:22:29+09:00,"밤사이 내린 눈으로 인한 기지 출고 장애로 서울 지하철 5호선 전 구간 열차 운행이 지연된 22일 오전 광화문역이 승객들로 붐비고 있다./사진=뉴시스 밤사이 내린 폭설로 22일 서울 지하철이 연착되면서 '출근길 대란'이 일어난 가운데 불편을 겪은 시민들의 하소연이 이어지고 있다.



서울교통공사 등에 따르면 이날 오전 지하철 1~5호선과 7호선 열차가 평소보다 15~30분씩 지연됐다. 특히 4호선 하행선은 30분이나 운행이 늦어졌다.



한 누리꾼은 지하철 연착으로 중요한 면접에 늦었다고 토로했다. A씨는 오전 9시26분쯤 SNS(소셜네트워크서비스)에 올린 글에서 ""오전 10시에 대표 면접이 있다""며 ""2시간 10분 거리라 환승 시간까지 여유 있게 계산해 7시 30분쯤 집에서 출발했다""고 밝혔다.



이어 ""그런데 지하철이 오지 않아 시간이 지체됐다. 3호선 고장으로 독립문역에서는 5분간 문이 여닫혔다""며 ""승객들이 모두 내린 뒤 다음 열차에 탑승해야 했는데, 사람들이 꽉 차서 2개를 그냥 보냈다. 아직도 환승 두 번 남았다""고 하소연했다.



A씨는 오전 9시45분쯤 ""방금 지하철역에서 나와 버스 타러 이동 중""이라며 ""원래대로면 지금쯤 건물 앞이어야 했다""고 말했다. A씨는 결국 면접 시간에 20분 정도 지각했다고 전해 안타까움을 안겼다.



다른 누리꾼들도 ""지하철이 마비돼 회사에 늦었다"", ""지하철에서 졸다가 깼는데 아직도 도착을 안 했다"", ""5호선이 올 생각을 안 한다"", ""30분 일찍 나왔는데 30분 이상 기다려서 지각 확정"" 등 글을 남기며 불편을 호소했다.



지하철 연착으로 회사나 학교에 지각하면 역무실에서 '간편 지연증명서'를 발급받으면 된다. 서울교통공사는 사고 등으로 인해 열차가 5분 이상 지연될 때 지연증명서를 발급한다. 역사가 혼잡하거나 증명서 발급을 기다리기 어렵다면 홈페이지에서 발급받을 수 있다. 밤사이 내린 폭설로 22일 서울 지하철이 연착되면서 '출근길 대란'이 일어난 가운데 불편을 겪은 시민들의 하소연이 이어지고 있다.서울교통공사 등에 따르면 이날 오전 지하철 1~5호선과 7호선 열차가 평소보다 15~30분씩 지연됐다. 특히 4호선 하행선은 30분이나 운행이 늦어졌다.한 누리꾼은 지하철 연착으로 중요한 면접에 늦었다고 토로했다. A씨는 오전 9시26분쯤 SNS(소셜네트워크서비스)에 올린 글에서 ""오전 10시에 대표 면접이 있다""며 ""2시간 10분 거리라 환승 시간까지 여유 있게 계산해 7시 30분쯤 집에서 출발했다""고 밝혔다.이어 ""그런데 지하철이 오지 않아 시간이 지체됐다. 3호선 고장으로 독립문역에서는 5분간 문이 여닫혔다""며 ""승객들이 모두 내린 뒤 다음 열차에 탑승해야 했는데, 사람들이 꽉 차서 2개를 그냥 보냈다. 아직도 환승 두 번 남았다""고 하소연했다.A씨는 오전 9시45분쯤 ""방금 지하철역에서 나와 버스 타러 이동 중""이라며 ""원래대로면 지금쯤 건물 앞이어야 했다""고 말했다. A씨는 결국 면접 시간에 20분 정도 지각했다고 전해 안타까움을 안겼다.다른 누리꾼들도 ""지하철이 마비돼 회사에 늦었다"", ""지하철에서 졸다가 깼는데 아직도 도착을 안 했다"", ""5호선이 올 생각을 안 한다"", ""30분 일찍 나왔는데 30분 이상 기다려서 지각 확정"" 등 글을 남기며 불편을 호소했다.지하철 연착으로 회사나 학교에 지각하면 역무실에서 '간편 지연증명서'를 발급받으면 된다. 서울교통공사는 사고 등으로 인해 열차가 5분 이상 지연될 때 지연증명서를 발급한다. 역사가 혼잡하거나 증명서 발급을 기다리기 어렵다면 홈페이지에서 발급받을 수 있다.





<저작권자 © ‘돈이 보이는 리얼타임 뉴스’ 머니투데이, 무단전재 및 재배포 금지> 공감 0%

비공감 0%"
https://www.khan.co.kr/national/national-general/article/202402221117001,지하철 20여분 지연에 역마다 인산인해···‘2월 대설’에 출근길 대란,[],2024-02-22 11:17:00+09:00,"5호선 선로 얼어 운행 일시 중단 1·2·3·4·7호선 운행 모두 늦어져 “연착에 칸마다 사람 꽉 들어차”

22일 오전 9시15분쯤, 서울 마포구 공덕역 지하철 5호선 개찰구에서 시민들이 카드를 찍고 나왔다. 일부는 에스컬레이터 왼쪽으로 올라타 뛰어 올라갔다. 오전 8시50분쯤 5호선 동대문역사문화공원역에서 지하철을 탔다는 권모씨(59)는 “평소보다 20분 일찍 나왔는데 지하철이 연착되면서 다른 때보다 늦게 도착했다”면서 공덕역 인근 직장으로 발걸음을 옮겼다.

수도권에 대설예비특보가 내려진 다음 날인 이날, 도로 곳곳에 눈이 쌓이고 지하철이 연착되면서 수도권 출근길이 혼란에 빠졌다. 밤사이 쌓인 눈이 제대로 치워지지 않은 도로가 많아 차량 정체도 평소보다 심했다. 폭설 여파로 지하철 운행이 지연되면서 지각 사례가 속출했다.

서울교통공사는 오전 7시쯤부터 25분간 5호선 지하철 전 구간의 운행을 멈췄다. 강동구 고덕 차량 기지에서 선로가 얼어붙은 탓이다. 2호선은 일부 지상 구간에서 신호 장애가 생겨 20∼25분가량, 7호선은 상행선과 하행선이 각각 10분, 25분씩 운행이 늦어졌다. 이 밖에 1·3·4호선 지하철도 운행이 늦어졌다.

5호선 신정역에서 광화문역으로 출근한 신소현씨(29)는 “보통 지하철이 2분 간격으로 오는데 오늘은 4분 후에 왔다. 역마다 밀리다보니 광화문역에 도착하니 9시10분쯤이었다”면서 “오늘 팀원 두 명도 지하철 때문에 늦었다”고 했다. 신씨는 “신정역이 평소에 붐비진 않는데, 오늘은 승강장 벽면까지 사람들이 길게 줄 서 있었고, 오목교역에서는 사람들이 아예 못 탔다”면서 “‘무리하게 승차하지 말라’는 공지가 나왔지만 인파가 지하철 안으로 몰려서 숨이 막혔다”고 했다.

강남구 봉은사역에서 영등포구 여의도역으로 출근한 직장인 곽민준씨(30)는 “날씨 때문에 평소보다 일찍 출근했다”면서 “그런데 9호선 급행 지하철이 예정된 시각보다 3~4분정도 늦게 왔다”고 했다. 그러면서 “출근길 곳곳에 눈이 안 치워져 있는 곳이 있었는데 위험해 보였다”면서 “혹시 몰라 여분의 속옷과 양말, 신발도 챙겨왔다”고 말했다.

시민들은 빙판길을 걷느라 불편을 겪었다. 이모씨(29)는 오전 7시쯤 서대문구 집에서 종로구 외근지로 출근했다. 그는 “집이 경사진 곳에 있는데 눈이 안 치워져 있었다. 길이 질퍽질퍽했다”면서 “버스를 타려다 택시를 탔는데, 길이 막히긴 마찬가지였다”고 말했다.

양모씨(39)는 “어제 택시 타고 퇴근할 때 옆 차로의 차가 미끄러져서 사고 날 뻔했다”면서 “지금 출근하고 있는데 제설작업이 안 돼 있어 미끄럽다. 특히 어르신들이 돌아다니면 위험할 것 같다”고 걱정했다.

폭설로 나무가 쓰러져 통행을 가로막은 곳도 있었다. 중구에 있는 직장에 다니는 성모씨(29)는 “회사로 가는 골목에 대나무가 있는데 눈이 줄기에 쌓이면서 대나무가 쳐져 있었다”면서 “손에 들고 있던 휴대전화가 대나무에 긁혔다”고 했다. 서울시는 이날 오전 10시14분에 ‘고드름 낙하 및 나무 쓰러짐으로 인해 안전사고가 우려되오니 야외활동 및 차량 운행 시 주의 바란다’는 안전 안내 문자를 보냈다."
https://www.obsnews.co.kr/news/articleView.html?idxno=1432161,폭설에 서울지하철 운행 차질…사고 잇따라,[],2024-02-22 20:16:00+09:00,"【앵커】

오늘 출근길 많이 힘드셨죠.

밤새 수도권엔 많은 눈이 내리면서 지하철 일부 구간에서 운행 차질이 빚어졌습니다.

곳곳에 눈길 인명 피해와 미끄러짐 사고도 잇따랐습니다.

백소민 기자입니다.

【기자】

[5호선 대부분 열차가 지연이 되고 있습니다.]

오늘 오전 7시30쯤.

매일 같은 시간에 출근하는 20대 직장인 김 씨는 오늘 처음으로 지각을 하고 말았습니다.

5호선 상하행선 모두, 평소보다 25분씩 열차 운행이 지연됐기 때문입니다.

[김보람 / 서울시 양천구: 출근하려고 목동역에서 지하철 타려고 하는데, 오늘따라 사람들이 엄청 많고, 지하철까지 연착돼서 지각했거든요. 근데 사무실에 와보니까 다른 직원들도 마찬가지더라고요.]

서울교통공사 측은 강설로 인해 기지 출고에 문제가 생겼다고 설명했습니다.

5호선뿐 아니라, 2호선과 7호선도 출근시간 때 상하행선 모두 최대 20분 가량 늦어졌습니다.

어제부터 많은 양의 눈이 내리면서 서울에선 14cm 가량의 눈이 쌓였습니다.

인명 피해와 미끄러짐 사고도 있었습니다.

오늘 새벽 4시쯤, 서울 금천구의 한 주택가 경사로에서 눈길에 미끄러지는 차를 몸으로 막으려다 30대 남성이 숨졌습니다.

이 남성은 경사가 있는 골목에 주차한 자신의 차가 미끄러지면서 다른 차와 부딪치지 않기 위해 막다가 사고를 당했습니다.

비슷한 시각, 경기도 부천에선 눈을 치우던 8톤짜리 제설차가 미끄러져 뒤집혔습니다.

다행히 다친 사람은 없었지만, 왕복 2차선 도로가 한때 통제되기도 했습니다.

OBS뉴스 백소민입니다.

<영상취재: 김재춘, 김지현, 박선권 / 영상편집: 김세용>"
https://news.imaeil.com/page/view/2023070318375766275,대한민국이 pick한 뉴스,[],,"대구 사전투표율 '꼴찌', 공천 잡음·무성의 유세 탓

4·10 총선 대구 사전투표율이 전국 최하위에 그친 반면, 전남·전북·광주 등 호남은 최고치를 기록했다. 여야 '텃밭' 투표율이 큰 차이를 보이자 여권에 초비상이 걸린 가운데, 대구의 저조한 투표율은 여당의 공천 번복과 낙하산 논란, 무성의한 선거유세가 핵심 원인으로 지목된다.중앙선거관리위원회에 따르면 지난 5~6일 이틀간 진행된 사전투표의 최종 투표율은 31.28%로 집계됐다. 사전투표가 적용된 역대 총선 중 최고치로 투표율이 가장 높은 지역은 전남(41.19%), 전북(38.46%), 광주(38.00%)였다.반면 투표율이 가장 낮은 곳은 25.60%를 기록한 대구였다. 이어 제주(28.50%), 경기(29.54%)였다. 경북도 30.75%로 평균보다 낮았다.정치권에선 '보수의 심장'으로 불리는 대구의 사전투표율이 저조한 데 대해 지난 달 공천 과정에서 벌어진 각종 잡음이 영향을 끼쳤다고 분석한다.당초 국민의힘 공천관리위원회는 대구 중구남구에서 경선을 실시, 도태우 후보를 공천했다. 하지만 과거 도 후보의 5·18 민주화운동 관련 발언을 이유로 공천을 취소한 후 통일부 차관 출신의 김기웅 후보를 우선 추천(전략공천)해 지역민의 강한 반발을 샀다.또 대구 북구갑과 동구군위갑의 경우 현역 의원과 예비후보들이 대거 출마해 바닥 민심을 닦고 있었음에도 사실상의 전략공천인 '국민추천 프로젝트'로 각각 우재준 후보와 최은석 후보를 공천했다.선거일이 채 한 달도 남지 않은 상황에서 내리꽂기 공천이 자행되자 국민의힘에 대한 대구 민심이 악화됐고 유권자의 사전투표 포기로 이어졌다는 설명이다.또 일부 국민의힘 후보들의 무성의한 선거유세 논란도 대구 유권자의 실망감에 '기름을 부었다'는 지적이다.공식 선거운동 기간임에도 일부 여당 후보는 유권자를 대면하는 일정을 최소한으로 잡는 한편, 다른 지역 선거구 지원 유세에 더 자주 모습을 보이며 지역민의 눈살을 찌푸리게 했다.선거 공약 역시 기초·광역의원 수준에다 4년 전 공약의 이른바 '재탕'으로 채워져 부실 논란에 휩싸이기도 했다.아울러 다른 지역과 달리 조국혁신당, 개혁신당, 자유통일당 등 '제3정당의 돌풍'이 세지 않는 등 유권자를 투표소로 향하게 할 동인(動因)이 비교적 적었다는 점도 저조한 투표율의 한 원인으로 얘기된다.여권에선 본 선거일인 10일에 투표율이 반등하지 못한다면 비례대표 선거 등에 있어 국민의힘이 절대적으로 불리할 수밖에 없다고 우려한다.대구(205만624명)·경북(222만1천514명)과 광주(119만9천656명)·전북(151만7천267명)·전남(156만4천293명)의 선거인수가 각 427만명 수준으로 유사한 상황에서 대구경북(TK) 최종 투표율이 저조할 경우 국민의힘 지역구 의석에는 큰 영향이 없겠지만, 위성정당인 국민의미래 의석수 확보에는 치명타가 갈 수 있다는 전망이다.정치권 관계자는 ""공천 과정에서의 잡음이 지역 유권자의 정치 혐오로 이어지며 투표소로 향하는 발걸음을 주저하게 한 것으로 보인다""며 ""대구의 낮은 투표율이 지역구 의석 당락까지 결정하진 못하겠지만 국민의힘 비례대표에는 악영향을 미칠 것으로 보인다""고 했다."
